1,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-10-23,2209,3000 WESTFORD VIEW CT,ALEXANDRIA,VA,22306
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,1455,3300 PEACE VALLEY LN,FALLS CHURCH,VA,22041
1,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-10-23,0600,2200 WHITE CORNUS LN,RESTON,VA,20191
2,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-10-23,0600,2200 WHITE CORNUS LN,RESTON,VA,20191
1,LARC-23-3,LARCENY - SHOPLIFTING,2023-10-23,2248,7900 RICHMOND HWY,ALEXANDRIA,VA,22306
1,ASSLT-13B-1,ASSAULT - SIMPLE; NOT AGGRAVATED,2023-10-23,2012,7400 PARKWOOD CT,FALLS CHURCH,VA,22042
1,SUSP-2,SUSPICIOUS - PERSON,2023-10-23,2339,12100 SUNSET HILLS RD,RESTON,VA,20190
1,SUSP-3,SUSPICIOUS - VEHICLE,2023-10-23,2359,7400 FLOYD AVE,SPRINGFIELD,VA,22150
1,FAM-90F-5,FAMILY - CHILD ABUSE/NEGLECT,2023-10-23,2200,4700 HARVEST WOODS CT,FAIRFAX,VA,22033
1,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-10-23,2115,8400 RICHMOND HWY,ALEXANDRIA,VA,22309
1,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-10-23,2303,8400 RICHMOND HWY,ALEXANDRIA,VA,22309
1,SERV-23,SERVICE - MISSING ADULT,2023-10-23,2230,12900 PINEHURST GREENS CT,FAIRFAX,VA,22033
1,SERV-8,SERVICE - LOST/FOUND PROPERTY,2023-10-23,1200,7400 CAROL LN,FALLS CHURCH,VA,22042
2,SERV-999,POLICE PHONE REPORT,2023-10-23,1200,7400 CAROL LN,FALLS CHURCH,VA,22042
1,SERV-37,SERVICE - MISSING JUVENILE,2023-10-23,0700,3100 FURMAN LN,ALEXANDRIA,VA,22306
